wtM_koH_1,wtM_koH_2,wtH_koM_1,wtH_koM_2,Log2_FC,STDEV,Location,t_test,T-test Difference ,T-test Significant ,Unique peptides,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Score,Intensity L,Intensity M,Intensity H,Protein IDs,Majority protein IDs,Protein names,Gene names,Fasta headers
0.235568881,0.106886372,0.415434122,0.450379878,0.302067313,0.160588804,SUBCELLULAR LOCATION: Lysosome {ECO:0000250}.,0.032845099,0.302067313,+,5,13.4,13.4,13.4,49.411,148.61,49061000,365120000,406140000,Q99538,Q99538,Legumain,LGMN,sp|Q99538|LGMN_HUMAN Legumain OS=Homo sapiens OX=9606 GN=LGMN PE=1 SV=1
0.1648359,0.420510888,0.315682232,0.307195395,0.302056104,0.104996832,"Single-pass type I membrane protein {ECO:0000250}. Nucleus {ECO:0000269|PubMed:17332754}. Note=Neurite tips. Localized in the postsynaptic membrane of both excitatory and inhibitory synapses (By similarity). The AlcICD fragment is translocated to the nucleus upon interaction with APBB1. {ECO:0000250}.;Single-pass type I membrane protein {ECO:0000269|PubMed:17332754}. Golgi apparatus membrane {ECO:0000269|PubMed:17332754}. Cell projection, neuron projection {ECO:0000269|PubMed:17332754}. Cell junction, synapse, postsynaptic cell membrane {ECO:0000250};SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:17332754}",0.010430969,0.302056104,+,32,32.4,32.4,32.4,109.79,323.31,2329500000,28453000000,29283000000,O94985,O94985,Calsyntenin-1;Soluble Alc-alpha;CTF1-alpha,CLSTN1,sp|O94985|CSTN1_HUMAN Calsyntenin-1 OS=Homo sapiens OX=9606 GN=CLSTN1 PE=1 SV=1
1.550084829,0.80203408,-1.006970644,-0.1593474,0.296450216,1.115627207,Lipid-anchor {ECO:0000305}. Note=Localized in cytoplasmic mRNP granules containing untranslated mRNAs.;SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:17289661}. Membrane {ECO:0000305},0.6319414,0.296450216,,4,19.2,19.2,19.2,24.205,101.58,293710000,1455400000,68744000,P62241,P62241,40S ribosomal protein S8,RPS8,sp|P62241|RS8_HUMAN 40S ribosomal protein S8 OS=Homo sapiens OX=9606 GN=RPS8 PE=1 SV=2
0.502423465,NaN,0.086783819,NaN,0.294603642,0.293901612,SUBCELLULAR LOCATION: Secreted {ECO:0000250}.,0.391110837,0.294603642,,3,2.9,2.2,2.2,167.92,20.682,498300,8690900,6808900,O75093,O75093,Slit homolog 1 protein,SLIT1,sp|O75093|SLIT1_HUMAN Slit homolog 1 protein OS=Homo sapiens OX=9606 GN=SLIT1 PE=2 SV=4
0.484832615,-0.037171405,0.350497216,0.351515263,0.287418422,0.225402054,"Single-pass type II membrane protein {ECO:0000269|PubMed:10831838, ECO:0000269|PubMed:12191016}. Note=Early Golgi. Cycles via the cell surface and endosomes upon lumenal pH disruption.;SUBCELLULAR LOCATION: Golgi apparatus, cis-Golgi network membrane {ECO:0000269|PubMed:10831838, ECO:0000269|PubMed:12191016}",0.083922872,0.287418422,,15,36.7,36.7,36.7,45.333,323.31,13349000000,4608400000,4636000000,Q8NBJ4,Q8NBJ4,Golgi membrane protein 1,GOLM1,sp|Q8NBJ4|GOLM1_HUMAN Golgi membrane protein 1 OS=Homo sapiens OX=9606 GN=GOLM1 PE=1 SV=1
NaN,1.277638912,NaN,-0.706370473,0.28563422,1.40290649,SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:11331609}. Note=Associates with chromatin.,0.82152185,0.28563422,,11,3.9,3.9,3.9,402.24,89.841,216010000,27269000,10917000,Q96T58,Q96T58,Msx2-interacting protein,SPEN,sp|Q96T58|MINT_HUMAN Msx2-interacting protein OS=Homo sapiens OX=9606 GN=SPEN PE=1 SV=1
0.224317342,0.361082762,0.273098111,0.209391043,0.266972315,0.068384578,"Single-pass type I membrane protein. Cytoplasm, cytoskeleton. Nucleus, nucleoplasm. Cell membrane, sarcolemma {ECO:0000250}. Cell junction, synapse, postsynaptic cell membrane {ECO:0000250}. Note=The monomeric form translocates to the nucleus via the action of importins and depends on RAN. Nuclear transport is inhibited by Tyr-892 phosphorylation. In skeletal muscle, this phosphorylated form locates to a vesicular internal membrane compartment. In muscle cells, sarcolemma localization requires the presence of ANK2, while localization to costameres requires the presence of ANK3. Localizes to neuromuscular junctions (NMJs) in the presence of ANK2 (By similarity). In peripheral nerves, localizes to the Schwann cell membrane. Colocalizes with ERM proteins in Schwann-cell microvilli. {ECO:0000250}.;SUBCELLULAR LOCATION: [Alpha-dystroglycan]: Secreted, extracellular space.;SUBCELLULAR LOCATION: [Beta-dystroglycan]: Cell membrane",0.004373083,0.266972315,+,9,12.7,12.7,12.7,97.44,161.79,487020000,5289800000,5685800000,Q14118,Q14118,Dystroglycan;Alpha-dystroglycan;Beta-dystroglycan,DAG1,sp|Q14118|DAG1_HUMAN Dystroglycan OS=Homo sapiens OX=9606 GN=DAG1 PE=1 SV=2
0.52547574,0.125321075,0.271903664,0.139338538,0.265509754,0.18546809,"SUBCELLULAR LOCATION: Secreted, extracellular space, extracellular matrix {ECO:0000250}.",0.064411474,0.265509754,,4,5.2,5.2,5.2,108.53,82.537,232230000,77021000,61532000,P12109,P12109,Collagen alpha-1(VI) chain,COL6A1,sp|P12109|CO6A1_HUMAN Collagen alpha-1(VI) chain OS=Homo sapiens OX=9606 GN=COL6A1 PE=1 SV=3
0.217323065,0.392004609,0.198368445,0.194339216,0.250508834,0.094861295,"Peripheral membrane protein {ECO:0000250|UniProtKB:P15087}. Secreted {ECO:0000250|UniProtKB:P15087}. Note=Associated with the secretory granule membrane through direct binding to lipid rafts in intragranular conditions. {ECO:0000250|UniProtKB:Q00493}.;SUBCELLULAR LOCATION: [Isoform 1]: Cytoplasmic vesicle, secretory vesicle {ECO:0000250|UniProtKB:Q00493}. Cytoplasmic vesicle, secretory vesicle membrane {ECO:0000250|UniProtKB:P15087};SUBCELLULAR LOCATION: [Isoform 2]: Nucleus {ECO:0000269|PubMed:21285511}.",0.013236985,0.250508834,+,22,50.8,50.8,50.8,53.15,323.31,3864000000,38886000000,37457000000,P16870,P16870,Carboxypeptidase E,CPE,sp|P16870|CBPE_HUMAN Carboxypeptidase E OS=Homo sapiens OX=9606 GN=CPE PE=1 SV=1
3.120419741,0.027013361,-0.525247276,-1.692221761,0.232491016,2.054348232,Cytoplasm,0.835481527,0.232491016,,6,29.4,29.4,29.4,24.261,51.284,340890000,30870000,15220000,P26373,P26373,60S ribosomal protein L13,RPL13,sp|P26373|RL13_HUMAN 60S ribosomal protein L13 OS=Homo sapiens OX=9606 GN=RPL13 PE=1 SV=4
0.191145539,NaN,0.253384262,0.245860651,0.230130151,0.033970592,"Single-pass type I membrane protein {ECO:0000250|UniProtKB:Q99JH7}. Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:Q99JH7}. Golgi apparatus membrane {ECO:0000250|UniProtKB:Q99JH7}. Cell junction, synapse, postsynapse {ECO:0000250|UniProtKB:Q99JH7}. Cell projection, dendrite {ECO:0000250|UniProtKB:Q99JH7}. Note=Most prominent in the postsynaptic specializations of asymmetric (type I) synapses with both axodendritic and axospinous localization. {ECO:0000250|UniProtKB:Q99JH7}.;SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:Q99JH7}",0.007185177,0.230130151,+,9,11.1,11.1,11.1,106.1,96.602,110070000,3589000000,720180000,Q9BQT9,Q9BQT9,Calsyntenin-3,CLSTN3,sp|Q9BQT9|CSTN3_HUMAN Calsyntenin-3 OS=Homo sapiens OX=9606 GN=CLSTN3 PE=1 SV=1
-2.603216887,-1.204328656,1.858697176,2.836853266,0.222001225,2.551633407,SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:8827452}. Note=Secreted as an inactive single-chain precursor and is then activated to a heterodimeric form.,0.872939372,0.222001225,,3,5.9,5.9,5.9,62.671,23.319,309450000,25869000,102250000,Q14520,Q14520,Hyaluronan-binding protein 2;Hyaluronan-binding protein 2 50 kDa heavy chain;Hyaluronan-binding protein 2 50 kDa heavy chain alternate form;Hyaluronan-binding protein 2 27 kDa light chain;Hyaluronan-binding protein 2 27 kDa light chain alternate form,HABP2,sp|Q14520|HABP2_HUMAN Hyaluronan-binding protein 2 OS=Homo sapiens OX=9606 GN=HABP2 PE=1 SV=1
0.52809459,1.177522779,-0.119353659,-0.699161649,0.221775515,0.810715441,"SUBCELLULAR LOCATION: Secreted {ECO:0000250, ECO:0000305|PubMed:11877390}. Cell projection, lamellipodium {ECO:0000250|UniProtKB:Q9R182}. Note=Colocalized with HSPG2 and activated ITGB3 on podocytes. {ECO:0000250|UniProtKB:Q9R182}.",0.622374296,0.221775515,,3,4.8,4.8,4.8,53.637,19.354,38243000,14742000,6005800,Q9Y5C1,Q9Y5C1,Angiopoietin-related protein 3,ANGPTL3,sp|Q9Y5C1|ANGL3_HUMAN Angiopoietin-related protein 3 OS=Homo sapiens OX=9606 GN=ANGPTL3 PE=1 SV=1
-0.790521801,0.610235035,-0.161750138,1.213440657,0.217850938,0.876750957,"SUBCELLULAR LOCATION: Secreted, extracellular space, extracellular matrix, basement membrane {ECO:0000250}. Melanosome {ECO:0000250}. Note=In the lamina beneath the plasma membrane. In melanosome fractions from stage I to stage IV. Translocated from the cytoplasm to the cell surface through a Golgi-independent mechanism. {ECO:0000250}.;SUBCELLULAR LOCATION: Secreted, extracellular space, extracellular matrix, basement membrane {ECO:0000269|PubMed:17081065}. Melanosome {ECO:0000269|PubMed:17081065}. Note=In the lamina beneath the plasma membrane. Identified by mass spectrometry in melanosome fractions from stage I to stage IV. Translocated from the cytoplasm to the cell surface through a Golgi-independent mechanism.",0.65335981,0.217850938,,8,24.5,24.5,24.5,38.604,77.107,104530000,7275100,16492000,P07355;A6NMY6,P07355;A6NMY6,Annexin A2;Putative annexin A2-like protein,ANXA2;ANXA2P2,sp|P07355|ANXA2_HUMAN Annexin A2 OS=Homo sapiens OX=9606 GN=ANXA2 PE=1 SV=2;sp|A6NMY6|AXA2L_HUMAN Putative annexin A2-like protein OS=Homo sapiens OX=9606 GN=ANXA2P2 PE=5 SV=2
0.353302717,0.04250136,0.251931071,0.208891749,0.214156725,0.129462726,"SUBCELLULAR LOCATION: Secreted, extracellular space, extracellular matrix, basement membrane.",0.045446819,0.214156725,+,52,40.5,40.5,40.5,177.6,323.31,1582900000,13469000000,12812000000,P11047,P11047,Laminin subunit gamma-1,LAMC1,sp|P11047|LAMC1_HUMAN Laminin subunit gamma-1 OS=Homo sapiens OX=9606 GN=LAMC1 PE=1 SV=3
0.115409799,0.101783842,0.423954517,NaN,0.213716052,0.182199274,Single-pass type II membrane protein {ECO:0000305}.;SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000305},0.179262346,0.213716052,,5,12.8,12.8,12.8,44.899,31.922,12060000,106880000,117610000,Q9Y663;Q9Y662;Q96QI5;Q9Y278;Q9Y661,Q9Y663;Q9Y662,Heparan sulfate glucosamine 3-O-sulfotransferase 3A1;Heparan sulfate glucosamine 3-O-sulfotransferase 3B1,HS3ST3A1;HS3ST3B1,sp|Q9Y663|HS3SA_HUMAN Heparan sulfate glucosamine 3-O-sulfotransferase 3A1 OS=Homo sapiens OX=9606 GN=HS3ST3A1 PE=1 SV=1;sp|Q9Y662|HS3SB_HUMAN Heparan sulfate glucosamine 3-O-sulfotransferase 3B1 OS=Homo sapiens OX=9606 GN=HS3ST3B1 PE=1 SV=1
0.455316812,1.075459242,0.085152619,-0.772603929,0.210831186,0.772505582,"SUBCELLULAR LOCATION: Cell junction, desmosome {ECO:0000269|PubMed:12802069}. Cytoplasm, cytoskeleton {ECO:0000269|PubMed:12802069}. Cell membrane {ECO:0000250|UniProtKB:E9Q557}. Note=Innermost portion of the desmosomal plaque. Colocalizes with epidermal KRT5-KRT14 and simple KRT8-KRT18 keratins and VIM intermediate filaments network (PubMed:12802069). Localizes at the intercalated disk in cardiomyocytes (By similarity). {ECO:0000250|UniProtKB:E9Q557, ECO:0000269|PubMed:12802069}.",0.623148503,0.210831186,,45,15.7,15.7,15.7,331.77,323.31,1834100000,256640000,75554000,P15924,P15924,Desmoplakin,DSP,sp|P15924|DESP_HUMAN Desmoplakin OS=Homo sapiens OX=9606 GN=DSP PE=1 SV=3
0.137346268,0.162944913,0.278936297,0.200378865,0.194901586,0.061713523,"Single-pass type II membrane protein {ECO:0000250|UniProtKB:A2ASQ1}.;SUBCELLULAR LOCATION: [Isoform 1]: Secreted, extracellular space, extracellular matrix {ECO:0000269|PubMed:20551380}. Note=Synaptic basal lamina at the neuromuscular junction. {ECO:0000250|UniProtKB:P31696}.;SUBCELLULAR LOCATION: [Isoform 2]: Cell junction, synapse {ECO:0000250|UniProtKB:A2ASQ1}. Cell membrane {ECO:0000250|UniProtKB:A2ASQ1}",0.008020702,0.194901586,+,54,35,35,35,217.32,323.31,7205600000,13884000000,13518000000,O00468,O00468,Agrin;Agrin N-terminal 110 kDa subunit;Agrin C-terminal 110 kDa subunit;Agrin C-terminal 90 kDa fragment;Agrin C-terminal 22 kDa fragment,AGRN,sp|O00468|AGRIN_HUMAN Agrin OS=Homo sapiens OX=9606 GN=AGRN PE=1 SV=6
-0.158078492,NaN,0.398788184,0.327457398,0.18938903,0.303021912,SUBCELLULAR LOCATION: Lysosome.,0.392168648,0.18938903,,2,14,14,14,20.838,20.528,32286000,149780000,182300000,P17900,P17900,Ganglioside GM2 activator;Ganglioside GM2 activator isoform short,GM2A,sp|P17900|SAP3_HUMAN Ganglioside GM2 activator OS=Homo sapiens OX=9606 GN=GM2A PE=1 SV=4
NaN,4.120244026,NaN,-3.743675232,0.188284397,5.560630634,"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:23413191, ECO:0000269|PubMed:29899501}. Nucleus {ECO:0000269|PubMed:10329544, ECO:0000269|PubMed:15507209, ECO:0000269|PubMed:16818630, ECO:0000269|PubMed:18596238, ECO:0000269|PubMed:18636090, ECO:0000269|PubMed:22034099, ECO:0000269|PubMed:29899501}. Cytoplasm {ECO:0000269|PubMed:10329544, ECO:0000269|PubMed:15507209, ECO:0000269|PubMed:16818630, ECO:0000269|PubMed:18596238, ECO:0000269|PubMed:18636090, ECO:0000269|PubMed:20127681, ECO:0000269|PubMed:21170385, ECO:0000269|PubMed:21730191, ECO:0000269|PubMed:21883093, ECO:0000269|PubMed:22034099, ECO:0000269|PubMed:23413191, ECO:0000269|PubMed:27105836, ECO:0000269|PubMed:27736973, ECO:0000269|PubMed:28733330, ECO:0000269|PubMed:29062139, ECO:0000269|PubMed:29222110, ECO:0000269|PubMed:30341167}. Cytoplasm, Stress granule {ECO:0000269|PubMed:18596238, ECO:0000269|PubMed:18632687, ECO:0000269|PubMed:22872150, ECO:0000269|PubMed:29062139}. Inflammasome {ECO:0000250|UniProtKB:Q62167}. Cell projection, lamellipodium {ECO:0000269|PubMed:28733330}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000269|PubMed:28842590}. Note=Shuttles between the nucleus and the cytosol (PubMed:15507209, PubMed:18636090, PubMed:29899501). Exported from the nucleus partly through the XPO1/CRM1 system and partly through NXF1/TAP (PubMed:15507209, PubMed:18636090, PubMed:18596238). Localizes to nuclear pores on the outer side of the nuclear membrane (PubMed:15507209). In the cytosol, partly colocalizes with mitochondria (PubMed:20127681). At G0, predominantly located in nucleus. In G1/S phase, predominantly cytoplasmic (PubMed:22034099). During prophase/prometaphase, localizes in close proximity to the condensing chromosomes (PubMed:21730191). During telophase, localizes around the newly synthesized nuclear membrane and in the cytoplasm (PubMed:22034099). Colocalizes with TRPV4 at the plasma membrane. When TRPV4 channel is activated, intracellular Ca(2+) levels increase and the calmodulin/CAMKII pathway is activated, relocalizes to the nucleus (PubMed:29899501). WNT3A stimulation promotes DDX3 recruitment to the plasma membrane (PubMed:23413191). At the leading edge of migrating fibroblasts, colocalizes with CAPRIN1 and PABPC1 (PubMed:28733330). Localizes to centrosome throughout the cell cycle and associates with TP53 at centrosome during mitosis (PubMed:28842590). {ECO:0000269|PubMed:15507209, ECO:0000269|PubMed:18596238, ECO:0000269|PubMed:18636090, ECO:0000269|PubMed:20127681, ECO:0000269|PubMed:21730191, ECO:0000269|PubMed:22034099, ECO:0000269|PubMed:23413191, ECO:0000269|PubMed:28733330, ECO:0000269|PubMed:28842590, ECO:0000269|PubMed:29899501}.;SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:15294876, ECO:0000269|PubMed:15383328}. Nucleus {ECO:0000269|PubMed:15383328}. Note=Shuttles between the nucleus and the cytoplasm in an XPO1-dependent manner.",0.969538325,0.188284397,,2,4.5,2.9,2.9,73.243,12.83,17503000,26189000,2631600,O00571;O15523,O00571;O15523,ATP-dependent RNA helicase DDX3X;ATP-dependent RNA helicase DDX3Y,DDX3X;DDX3Y,sp|O00571|DDX3X_HUMAN ATP-dependent RNA helicase DDX3X OS=Homo sapiens OX=9606 GN=DDX3X PE=1 SV=3;sp|O15523|DDX3Y_HUMAN ATP-dependent RNA helicase DDX3Y OS=Homo sapiens OX=9606 GN=DDX3Y PE=1 SV=2
NaN,NaN,0.155231133,0.21138601,0.183308572,0.039707494,SUBCELLULAR LOCATION: Lysosome.,0.096759257,0.183308572,,5,13.1,13.1,13.1,48.766,34.242,52881000,36505000,26989000,P06280,P06280,Alpha-galactosidase A,GLA,sp|P06280|AGAL_HUMAN Alpha-galactosidase A OS=Homo sapiens OX=9606 GN=GLA PE=1 SV=1
-0.000721131,NaN,0.359521151,NaN,0.17940001,0.254729761,Single-pass type I membrane protein {ECO:0000305}.;SUBCELLULAR LOCATION: [Isoform 1]: Cell membrane {ECO:0000305};SUBCELLULAR LOCATION: [Isoform 2]: Secreted {ECO:0000305}.;SUBCELLULAR LOCATION: [Isoform 3]: Cell membrane {ECO:0000305};SUBCELLULAR LOCATION: Cell membrane {ECO:0000305},0.501276955,0.17940001,,3,4.7,4.7,4.7,112.1,41.732,3048700,41906000,33431000,Q15375;Q5JZY3,Q15375,Ephrin type-A receptor 7,EPHA7,sp|Q15375|EPHA7_HUMAN Ephrin type-A receptor 7 OS=Homo sapiens OX=9606 GN=EPHA7 PE=1 SV=3
1.739853859,NaN,0.229218692,-1.467453599,0.167206317,1.604552721,"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000269|PubMed:24069336, ECO:0000269|PubMed:7750553}. Cytoplasm, myofibril, sarcomere, Z line {ECO:0000269|PubMed:7750553}. Cell membrane {ECO:0000250|UniProtKB:Q9Z1P2}. Cell junction {ECO:0000250|UniProtKB:Q9Z1P2}. Cell projection, ruffle {ECO:0000250|UniProtKB:Q7TPR4}. Note=Colocalizes with MYOZ2 and PPP3CA at the Z-line of heart and skeletal muscle. Colocalizes with PSD in membrane ruffles and central reticular structures. {ECO:0000250|UniProtKB:Q7TPR4}.;SUBCELLULAR LOCATION: Cytoplasm, myofibril, sarcomere, Z line {ECO:0000269|PubMed:11171996, ECO:0000269|PubMed:19932097}. Note=Colocalizes with MYOZ1 and FLNC at the Z-lines of skeletal muscle.",0.873399404,0.167206317,,8,23.5,12.3,12.3,103.06,81.865,119860000,69800000,12149000,P12814;Q08043;P35609,P12814,Alpha-actinin-1,ACTN1,sp|P12814|ACTN1_HUMAN Alpha-actinin-1 OS=Homo sapiens OX=9606 GN=ACTN1 PE=1 SV=2
0.21154806,0.16448009,0.158595517,0.098554373,0.15829451,0.04634356,Single-pass type I membrane protein {ECO:0000305}. Nucleus {ECO:0000305}.;SUBCELLULAR LOCATION: Cell membrane {ECO:0000305},0.00641836,0.15829451,+,22,34.6,33.6,33.6,86.955,323.31,784680000,9774900000,9745300000,Q06481,Q06481,Amyloid-like protein 2,APLP2,sp|Q06481|APLP2_HUMAN Amyloid-like protein 2 OS=Homo sapiens OX=9606 GN=APLP2 PE=1 SV=2
0.13134487,NaN,NaN,0.182438001,0.156891435,0.0361283,"SUBCELLULAR LOCATION: Secreted, extracellular space, extracellular matrix {ECO:0000255|PROSITE-ProRule:PRU00793}.",0.102758697,0.156891435,,2,1.3,1.3,1.3,181.06,28.418,105960000,5643100,6322100,P12107,P12107,Collagen alpha-1(XI) chain,COL11A1,sp|P12107|COBA1_HUMAN Collagen alpha-1(XI) chain OS=Homo sapiens OX=9606 GN=COL11A1 PE=1 SV=4
-0.218967125,1.505205631,-0.360082507,-0.316330492,0.152456377,0.903759407,"Extracellular side {ECO:0000250|UniProtKB:Q00657}. Apical cell membrane {ECO:0000250|UniProtKB:Q00657};Extracellular side {ECO:0000250|UniProtKB:Q00657}. Cell projection, lamellipodium membrane {ECO:0000250|UniProtKB:Q00657};Extracellular side {ECO:0000250|UniProtKB:Q00657}. Cell surface {ECO:0000250|UniProtKB:Q00657}. Note=Localized at the apical plasma membrane it relocalizes to the lamellipodia of astrocytoma upon phosphorylation by PRKCA. Localizes to the retraction fibers. Localizes to the plasma membrane of oligodendrocytes (By similarity). {ECO:0000250|UniProtKB:Q00657, ECO:0000250|UniProtKB:Q8VHY0}.;Single-pass type I membrane protein {ECO:0000250|UniProtKB:Q00657};SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:Q00657}",0.758054927,0.152456377,,9,4.6,4.6,4.6,250.53,68.065,766850000,216950000,277810000,Q6UVK1,Q6UVK1,Chondroitin sulfate proteoglycan 4,CSPG4,sp|Q6UVK1|CSPG4_HUMAN Chondroitin sulfate proteoglycan 4 OS=Homo sapiens OX=9606 GN=CSPG4 PE=1 SV=2
0.085588507,1.820922136,0.035483096,-1.380784273,0.140302367,1.310492027,"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:28076346, ECO:0000269|PubMed:28502770, ECO:0000269|PubMed:29301961, ECO:0000269|PubMed:29360106, ECO:0000269|PubMed:29361316, ECO:0000269|PubMed:30705154}. Nucleus speckle {ECO:0000269|PubMed:9531537}.",0.844179995,0.140302367,,17,10.2,10.2,10.2,299.61,149.41,421850000,87550000,57080000,Q9UQ35,Q9UQ35,Serine/arginine repetitive matrix protein 2,SRRM2,sp|Q9UQ35|SRRM2_HUMAN Serine/arginine repetitive matrix protein 2 OS=Homo sapiens OX=9606 GN=SRRM2 PE=1 SV=2
-0.246833652,NaN,0.785257578,-0.141907617,0.132172103,0.56801659,"Single-pass type I membrane protein {ECO:0000305}. Cytoplasmic vesicle, clathrin-coated vesicle {ECO:0000269|PubMed:12475894}. Cell projection, axon {ECO:0000250|UniProtKB:O35598}. Cell projection, dendrite {ECO:0000250|UniProtKB:O35598}. Cell junction, adherens junction {ECO:0000269|PubMed:30463011}. Cytoplasm {ECO:0000269|PubMed:30463011}. Note=Is localized in the plasma membrane but is also expressed in the Golgi apparatus and in clathrin-coated vesicles derived likely from the Golgi (PubMed:12475894). During long term depression, it is recruited to the cell membrane by DLG1 (PubMed:23676497). The immature form is mainly located near cytoplasmic fibrillar structures, while the mature form is predominantly located at zonula adherens and the cell membrane (PubMed:30463011). The localization and clustering of mature ADAM10 to zonula adherens is regulated by AFDN, TSPAN33, PLEKHA7 and PDZD11 (PubMed:30463011). {ECO:0000269|PubMed:12475894, ECO:0000269|PubMed:23676497, ECO:0000269|PubMed:30463011}.;Single-pass type I membrane protein {ECO:0000305}. Golgi apparatus membrane {ECO:0000269|PubMed:12475894};SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:20624979, ECO:0000269|PubMed:23676497, ECO:0000269|PubMed:24990881, ECO:0000269|PubMed:26686862, ECO:0000269|PubMed:29430990, ECO:0000269|PubMed:30463011}",0.725925957,0.132172103,,5,6.7,6.7,6.7,84.141,36.002,107720000,376620000,385030000,O14672,O14672,Disintegrin and metalloproteinase domain-containing protein 10,ADAM10,sp|O14672|ADA10_HUMAN Disintegrin and metalloproteinase domain-containing protein 10 OS=Homo sapiens OX=9606 GN=ADAM10 PE=1 SV=1
1.694041133,NaN,NaN,-1.441712737,0.126164198,2.217312826,SUBCELLULAR LOCATION: Endoplasmic reticulum lumen.,0.948882508,0.126164198,,2,6,6,6,38.89,13.921,7130400,15052000,4009300,Q15293,Q15293,Reticulocalbin-1,RCN1,sp|Q15293|RCN1_HUMAN Reticulocalbin-1 OS=Homo sapiens OX=9606 GN=RCN1 PE=1 SV=1
NaN,1.467772841,-0.740383983,-0.350375324,0.125671178,1.178539072,"SUBCELLULAR LOCATION: [Isoform A2]: Nucleus {ECO:0000269|PubMed:10772824, ECO:0000269|PubMed:17289661, ECO:0000269|PubMed:24098712}. Cytoplasm {ECO:0000269|PubMed:10772824, ECO:0000269|PubMed:17289661}. Note=Predominantly nucleoplasmic, however is also found in the cytoplasm of cells in some tissues (PubMed:17289661). {ECO:0000269|PubMed:17289661}.;SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:31320558}. Nucleus, nucleoplasm {ECO:0000269|PubMed:17289661}. Cytoplasm {ECO:0000269|PubMed:31320558}. Cytoplasmic granule {ECO:0000269|PubMed:17289661, ECO:0000269|PubMed:24356509}. Secreted, extracellular exosome {ECO:0000269|PubMed:24356509}. Note=Localized in cytoplasmic mRNP granules containing untranslated mRNAs (PubMed:17289661). Component of ribonucleosomes (PubMed:17289661). Not found in the nucleolus (PubMed:17289661). Found in exosomes following sumoylation (PubMed:24356509). {ECO:0000269|PubMed:17289661, ECO:0000269|PubMed:24356509}.",0.870501446,0.125671178,,4,17,17,17,37.429,36.426,41547000,20261000,10862000,P22626,P22626,Heterogeneous nuclear ribonucleoproteins A2/B1,HNRNPA2B1,sp|P22626|ROA2_HUMAN Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Homo sapiens OX=9606 GN=HNRNPA2B1 PE=1 SV=2
0.073605843,0.414575815,0.011495662,-0.044434249,0.113810768,0.206224729,"SUBCELLULAR LOCATION: Secreted, extracellular space, extracellular matrix {ECO:0000250}.",0.350284369,0.113810768,,23,8.3,8.3,8.3,333.14,235.62,2444800000,254180000,284280000,Q99715,Q99715,Collagen alpha-1(XII) chain,COL12A1,sp|Q99715|COCA1_HUMAN Collagen alpha-1(XII) chain OS=Homo sapiens OX=9606 GN=COL12A1 PE=1 SV=2
-0.676086783,1.500666857,-0.418272793,0.031818632,0.109531478,0.972465994,"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:11803813}. Secreted {ECO:0000269|PubMed:11803813, ECO:0000269|PubMed:9442024}.",0.836245574,0.109531478,,7,21.7,21.7,21.7,35.694,108.61,1145100000,51517000,35450000,Q9Y240,Q9Y240,C-type lectin domain family 11 member A,CLEC11A,sp|Q9Y240|CLC11_HUMAN C-type lectin domain family 11 member A OS=Homo sapiens OX=9606 GN=CLEC11A PE=1 SV=1
0.225446939,0.001501143,0.155878708,0.054362364,0.109297289,0.100496144,"SUBCELLULAR LOCATION: Secreted, extracellular space, extracellular matrix, basement membrane. Note=Major component.",0.117883978,0.109297289,,56,34.9,34.9,34.9,202.52,323.31,783480000,5569300000,5506600000,Q16363,Q16363,Laminin subunit alpha-4,LAMA4,sp|Q16363|LAMA4_HUMAN Laminin subunit alpha-4 OS=Homo sapiens OX=9606 GN=LAMA4 PE=1 SV=4
